content,score
Sangat membantu untuk pencatatan pengeluaran. Mantap pokoknya ♥️ Keren puoollllll. Suka banget!,5
Suka banget. Sangat bermanfaat. Terima kasih sekali... Sesuai kebutuhan. Cocok buat anak kos yg ingin me-manage uang,5
"Bagus, tapi setelah kita ganti hp, kemudian pindahin data2 nya gak bisa, otomatis ulang dari awal lagi",5
"Mungkin bisa dibuat untuk beberapa akun tidak hanya 1, dan ditambahkan catatan untuk HUTANG",5
"Tampilan yang sederhana, tidak memusingkan mata namun bisa dipahami dengan mudah",5
"Bagus dari segi tampilan dan performa aplikasi, iklan sedikit jadi nyaman dipakai",5
"Aplikasi nya bagus, tapi gak bisa eksport ke pdf :( semoga kedepannya bisa ditambahin fitur eksport ke pdf nya :)",4
aplikasi cukup mudah di gunakan dan menu yang ditawarkan cukup menarik dan membantu sekali,5
"Aplikasi catatan keuangan harian yang bagus, sangat membantu dengan fitur yg lengkap. Bisa terhubung dengan PC, Mantap !",5
Aplikasinya seep tp tlng pengaturan anggarannya bs perbln bisa untk pertahun jg. mhn Update terbarunya.,4
"sangat membantu untuk mengelola keuangan, mudah digunakan bahkan untuk pemula yang baru ingin belajar mengelola uang sendiri",5
"Penggunanaan simpel dan mudah dipakai.. Sangat berguna, khususnya saya sebagai mahasiswa untuk mengetahui berapa uang yang dikeluarkan dalam hidup sehari hari",5
"makasih banyak, berkat aplikasi ini saya jadi tau kalo saya lupa bayar salah satu belanjaan. kok uang saya lebih 😅 besok akan saya kembalikan uang nya.",5
"Bagus,rinci dalam membuat pemasukan pengeluaran,bisa ditambahkan opsi background hitam dong biar nyaman",4
Sangat membantu dan Mudah dalam penggunaannya sehingga menjadikan saya lebih baik lagi dalam pencatatan keuangan.,5
"Saya suka, saya mau kasih masukan. Tambahkan fitur ubah warna pengeluaran dan pemasukan dengan banyak pilihan warna",5
"suka sekali,dari sekian banyak aplikasi keuangan, ini yang paling bagus,kedepan nya semoga ada catatan untuk cicilan",5
"Mudah digunakan, Akun lumayan lengkap, asset terpisah jadi mudah cek & kontrol keuangan.",5
Cukup oke dan mudah memang yg mengesalkan iklannya tapi yg epnting ga lebay saja posisi iklannya,4
"suka bgt, fiturnya mudah dipahami, tampilannya sederhana + formal",5
Tolong tambahkan fitur pengubah jenis tampilan huruf dan ukuran huruf. Dan ikon aplikasi premiumnya jangan pakai gambar babi.,4
"udah bagus dan rekomendasi bsnget, tapi ini fitur premium nya sekali bayar untuk selamanya kan?",5
"Pengalaman yang sangat bagus, saya yang sering sekali mencatat keuangan menjadi lebih terbantu dengan adanya aplikasi ini. Terima kasih.",5
Ditambahkan gbr icon utk penambahan kategori pengeluaran. Diharapkan tdk ada iklan agar usah tdk beralih aplikasi.,4
"Sukaaa banget sama aplikasi nya, fitur nya juga banyak dan mudah dimengerti. Nyoba2 tekan ini tekan itu eh jadi tau sendiri. Semoga kalo update lagi lebih baik lagii",5
"Ada yg aneh. Di menu anggaran. Tidak terlihat tulisan alokasi anggaran seperti ""makan minum, transport"" Harus di klik dlu anggarannya bru muncul itu ketrangan anggaran apa. Jdi bingun liatnya",4
"Bagus tampilannya, tidak membingungkan, stabil, fast tanpa loading, ringan. Sip. Terimakasih.",5
"Developer untuk yang versi pro itu bayar sekali atau tiap bulan? Saya berharap cukup bayar sekali saja. Mohon dijawab. Atau ada yg sudah beli, bisa bantu jawab",4
bermanfaat banget banyak fitur plus bisa foto struk nota untuk simpan documentasi,5
Apk ini sangat amat membantu bagi saya anak mahasiswa dalam mengatur keuangan. Mengatur pemasukan dan pengeluaran lebih mudah.,5
"Tolong tambahkan input Tanggal, Bulan, Tahun secara ketik manual biar lebih mudah. Terimakasih",5
Mudah penggunaannya... dan informatif utk statistiknya... dan ringan dijalankan aplikasinya,5
"Aplikasi nya bagus buat mencatat keuangan sehari hari, fiturnya banyak, yang utama gak banyak iklan",5
"mudah digunakan, fiturnya cukup lengkap, bisa cetak pdf jg, bagus pokoknya",5
"buat mencatat pengeluaran berguna banget, gampang juga kok makenya, ga ribet",5
"Aplikasi yang sangat membantu dalam pencatatan keuangan sehari hari dengan laporan yang sangat lengkap, detail dan akurat.",5
Aplikasi yang bagus banget.mudah dipakai.mempermudah pencatatan pengeluaran setiap hari,5
"Appsnya keren, ga lupa ada reminding juga di penghujung hari buat catet keuangan 👆",5
"Bagus, minim iklan dan bisa di pakai di semua device, terimakasih tim",5
"Simple mudah dipahami ringan . Iklannya cuma banner tidak mengganggu sama sekali. semoga dipertahankan,",5
"baru selesai download baru masuk beberapa menit,, terus di suruh masukin 4digit kata sandi,padahal belum nyentuh pengaturan apapun,gimana cara mengatasinya ?",2
"Mantaaap, kalo udah biasa nikmatin fiturnya aman ko bagus aja aplikasinya cuma emng agak kurang bagus desainya",5
Sangat mudah di gunakan...sangat membantu saya mengelola pemasukan dan pengeluaran keuangan...terimakasih,5
"POKOKNYA INI APLIKASI PENCATAT KEUANGAN PALING BAGUS, DARI YANG PERNAH GUA INSTALL. USER INTERFACE NYA GAMPANG DIMENGERTI, DETAIL, RINGAN, DAN BISA DI KOSTUMISASI. POKOKNYA INI RECOMMENDED PARAH BUAT YANG MAU HIDUPNYA GAK KEBINGUNGAN, UANGNYA ABIS DIPAKE APAAN AJA HAHA",5
"Aplikasi nya keren, lengkap dan mantap. Selain Dapat mengatur keuangan pribadi juga menambah pengetahuan lebih tentang akuntansi. Sukses selalu Money Manager",5
Keren. Akan lebih bagus jika tampilan statistiknya dapat memilih akun tertentu saja..,5
"Desain UI yang simpel dan mudah dimengerti, pengelolaan keuangan yang rinci dan cukup kaya akan fitur, menjadi salah satu poin positif pada aplikasi ini 🗿👍",5
"Kasih 5 🌟, sudah saya coba selama kurang lebih 3 bulan, app ini bagus, memudhkan dlm pencatatan keuangan👍",5
"rekomendasi bgt,buat yg nyari apk gratis dan fiturnya cukup lengkap dan ngg banyak iklan",5
"aplikasi rekomended ☆☆☆☆☆☆☆☆ /☆ sangat terbantu sekali, tolong tambahkan fitur track menabung",5
"Aplikasi nya sangat bagus dan mudah di gunakan,, untuk iklan nya tidak mengganggu jg",5
Tambahkan pengingat tagihan dan rubah tampilan transaksi agar lebih mudah dibaca,5
Sejauh ini sangat puas. Fitur lengkap & gratis. Semoga ke depannya UX/UI bisa ditingkatkan lagi,5
Aplikasi yang sangat bermanfaat untuk pencatatan keuangan. Tampilan menu dan pengoperasian aplikasi mudah.,5
"bagussss banget sangat membantu, apalagi gampang buat dioperasikan, pokoknya best sih ❤️",5
"berguna untuk belajar mengelola keuangan harian dan bulanan ,dan aplikasinya gampang di pahami ...",5
"Aplikasinya bagus,, saran : tambahkan fitur sinkronasi supaya bisa diakses di hp lain",5
Sangat membantu saya dalam memanage keuangan masuk dan keluar. Dan kategori setiap opsinya cukup spesifik.,5
"so far sangat membantu sih, bintang 4 dulu ya biar genap sebulan pemakaiannya nanti di edit lagi kalo lebih bagus",4
"aplikasinya gampang makenya, simpel, terus guna banget buat ngatur pengeluaran, terbaek dah😊",5
"aplikasi simple untuk mencatat pemasukan dan pengeluaran. mudha digunakan, minim iklan.",5
Aplikasi yg saya butuhkan utk mengelola pencatatan keuangan. Bagus dan mudah dioperasikan. Terima kasih,5
"bagus, cuma kurangnya gak sekalian ada utk hutang piutangnya.. kan klo ada, lbh bagus lg",5
"Aplikasi nya bagus, tapi akan lebih lagi jika kedepannya ditambah fitur sub kategori dan limit tiap kategori",4
Aplikasinya mudah digunakan dan tampilannya tidak ribet. Cuma terganggu dengan iklan saja. Apakah ada fitur premium?,5
"mantap sangat enak untuk digunakan. statistik, pencarian, sorting datanya enak",5
"Sangat membantu mengetahui pengeluaran/pemasukan bulanan, sehingga bisa belajar memanajemen uang saku",5
"Sangat membantu untuk mencatat keuangan, aplikasi simpel tapi sangat berguna. Terimakasih",5
Aplikasi pembukuan keuangan yang bagi saya paling nyaman dipandang dan mudah digunakan.,5
Tolong tambahkan fitur uang tersisa(seperti uang kas sekarang yang bisa di atur sendiri). saya suka tampilan platform ini.,2
Aplikasi bagus & mudah gak sulit.trimakasih silakan coba pasti suka selamanya....,5
aplikasi bagus. anak saya jadi rajin catat keuangan karena fiturnya bagus. paling suka pakai pc managernya,5
Cara mengisinya mudah dan gampang sekali untuk mengatur kas keluar masuk sederhana,5
"Bagusnya beri limit pengeluaran, jadi jika pengeluaran udah hampir mencapai limitnya ada alertnya",4
Bisa mengelola tabungan saya dengan gratis dan bisa diprivasi dengan mengunci aplikasi secara ketat,5
Sangat membantu sekali. Semoga bisa terus semakin baik lagi dalam membantu dalam pengelolaan uang pribadi hehe,5
"Aplikasi yang Sangat Memudahkan dan Simple untuk Mengelola Keuangan, Sangat Recomended",5
Suka sama aplikasi ini. Manajemen keuangan jadi lebih mudah. Fiturnya lengkap. Mudah digunakan,5
coba buat sistem menjadi online supaya memudahkan untuk mengaturnya dari dua device dan juga pasang iklannya sewaktu keluar aja,4
Baguss bangett. Lebih rapih catat keuangan . rekomen banget semua jadi tertata rapi dan bisa lacak keuangan kita 💗💗,5
"Suka dengan aplikasinya, simpel mudah digunakan dan membantu mengetahui pengeluaran kita",5
"Aplikasi lengkap Membantu banget bikin anggaran RT, pengeluaran dan catatan untuk keuangan RT... Laporannya lengkap",5
"udah nyobain banyak aplikasi keuangan, money manager terbaik, penggunaan nya simple, sukses selalu (:",5
Sangat membantu memanage anggaran rumah tangga dan pendapatan. Mengkategorikan jenis Pengeluaran jadi lebih mudah,5
Sangat mudah digunakan dan laporannya bagus. Jadi mudah mengelola keuangan.,5
"Recommended, saya sudah cari berbagai money manager, dan cuma ini yang paling mempresentasikan kebutuhan managerial keuangan saya",5
Rekomended pake aplikasi ini fiturnya lengkap jelas mudah dipahami mau export data gampang,5
Tampilan cukup menarik.. mudah di pahami.. dan catatan keuangan menjadi rapi.. 👍🏻,5
"Aplikasi ini bagus, tapi saat saya ganti hp backup yg di hp lama ga bisa masuk k yg hp baru. padahal aku udah catet banyak di sana",4
bagusss cukup membantu,5
"Masukan biar lebih bagus dan bermanfaat Di beri unduh laporan yang sudah jadi, sehingga bisa digunakan untuk UMKM menengah",4
"Simple dan mudah. Saya suka dengan fitur statusnya, mudah dilihat jadi gak ribet cari datanya dimana",5
Bagus aplikasi nya simpel dan mudah dipahami recommended deh ga ada bug juga jadi aman,5
"Aplikasinya bagus, mudah untuk digunakan mungkin masukannya dapat ditambahkan opsi hutang",5
"Bagus dan Simpel untuk tracking Keuangan Harian saya dan gratis pula, padahal lengkap fiturnya",5
nice bagus lah ni,5
"Sangat menbantu dalam management keuangan, bisa mengatur keuangan baik tunai mapun kartu",5
"Aplikasi sangat membantu untuk memanage keuangan, fiturnya mudah dan lengkap. Terimakasih yaaa",5
"good ui bagus nyaman, menarik, mudah, sangat bermanfaat,tidak ada bug, bisa diatur sesukanya",5
"Suka banget, pengeluaran jadi teratur banget dan kekuatan uang abis kemana aja, ngebantu sie buat aku yg pelupa 😁",5
bagus untuk pengingat kita yang agak boros,5
gagal saat akan upgrade ke premium menggunakan saldo google play.,3
mudah di gunakan dan di pahami,5
"aplikasi yang berhasil membuat saya untuk berhemat dan menabung, aplikasi yang bagus untuk mengatur kuangan anda",5
"setelah pakai ini jadi lebih mudah aja manage uang dan pantau keuangan harian, lebih mudah dan asik. mantap!",5
Good. sangat bagus dan simpel cuman belum tahu cara menambah pos pendapatan dan pengeluaran,5
"walaupun ada iklan, namun aplikasi ini yang paling bagus selama ini yg q cari.",5
Keren. Cukup Detail. Masih <2minggu dan masih belajar fitur2nya,5
"bagus bgt. cocok buat aku yg suka lupa uangnya abis kmn. hihii. krna dicatet disini stiap hr, jd gak bingung lg kemana larinya tu duit😅",5
apk nya bagus bisa untuk mencatat pengeluaran dan pemasukan uang yang kita miliki,5
sederhana dan cocok buat pencatatan pemasukan dan pengeluaran,5
sangat judah digunakan dan sangat membantu mengatur keuangan,5
"Aplikasinya bagus, sangat membantu buat irt dlm mencatat keuangan",5
aplikasi lengkap mudah digunakan dan bisa sangat rinci dalam mengatur keuangan,5
mantap sangat membantu,5
sangat membantu sekali,5
simple mantap. iklan jarang,5
"Sudah bagus, tp tolong tampilin juga sisa saldo bulan lalu waktu di filter per aset",4
"Aplikasi terlengkap & terfavorit saya dalam hal pengaturan keuangan pribadi, sangat membantu sekali.....terima kasih.",5
"Nice app ini...sdh diupdate ulasannya,dan setelah 2 thn yg lalu sy gunakan lg skrng...smoga lbh baik di thn ini🙏",4
"Membantu dalam hal pencatatan keuangan, memang ada iklan, gratis kan, terimakasih.",3
"Aplikasinya baik, saran agar dapat menambahkan filter pada bagian statistik sesuai kategori/subkategori pengeluaran/pemasukan, agar memudahkan analisa besaran nilai kategori",4
"Sangat membantu utk catatan keuangan, dan mudah dlm.melihat laporan setiap saat dimana saja",5
mudah di fahami dan fleksibel tapi masih ada iklan kadang2 but okey sii,5
"Aplikasinya sangat bermanfaat, terimakasih",5
"mempermudah saya untuk simpan kwitansi dan transaksi harian, berguna untuk percepatan pelaporan keuangan bagi menejer lapangan. keren.",5
"sangat details, suka yang ini dari pada aplikasi sebelumnya",5
Bagus banget saya suka mencatat uang saya buat mengetahui dan merencanakan keuangan kedepannya. Terimakasih sangat membantu dan yang pasti gratis,5
aplikasi ini sangat nembantu saya dalam mengatur keuangan saya,5
"Sangat bagus untuk memanage keuangan, apalagi bisa menggunakan beberapa mata uang yang berbeda, sangat efisien dan membantu!",5
"Tampilannya modern, fitur cukup lengkap apalagi free, bermanfaat sekali",5
Suka banget sama aplikasi ini.. terbantu bnget untuk mengelola keuangan. Simple tapi lengkap. Se cinta itu pokok nya..,5
Sangat membantu untuk mencatat pengeluaran dan pemasukan..👍👍,5
Sumpah nyesel baru tau apk sebagus ini skrng. Keuangan keluar masuk jadi tertata dengan rapi dan perhitungan sangat akurat,5
"mudah untuk pengaplikasian serta bisa banyak akun uang (bank, kas). sangat membantu untuk pengelolaan uang harian.",5
"Baru ketemu aplikasi keuangan yang mudah dipelajari Simpel,tp seluruh kebutuhan budgetingku tercover",5
"Alhamdulillah, membantu keuangan bulanan saya. terimakasih",5
"Tolong bagi yg menggunakan aplikasi ini,kalau ada iklan muncul dibiarkan sebentar,karena aplikasi ini free dan sangat canggih 😍",5
Sejauh ini puas sih pake aplikasi ini. Bisa dipake offline. Iklannya jg jrang. Gampang dan informatif,5
"Lengkap, simpel, cm msh ber iklan yg tdk bs di skip",4
"Aku jadi tau berapa pengeluaran ku saat sebulan dan juga pendapatan ku,benar benar sangat membantu tanpa harus tulis tangan di kertas",5
"Suka bgt sih bner2 bisa manage uang dan jelas perhiitungannya tiap bulan, mendorong utk lebih irit jugaaa biar bisa nabung",5
Sangat membantu untuk pencatatan pengeluaran tiap bulan. Rekomen lah saya sudah pakai sampai setahun,5
Finally Catatan keuangan paling oke banget sesuai yang dicari dan dibutuhkan Thanks !!,5
Kenapa Gambar yg tersimpan tidak terbaca untuk data lama ?,5
"Awalnya saya beri bintang 5. Tapi setelah 8 bulan pemakaian aplikasi tiba-tiba hilang, terhapus dengan sendirinya. Saya kecewa.",1
"Nice app sangatt mebantu sekali untuk anak kos biar tahu keluar masuknya uang, recommended untuk di download!",5
"awal2 menunya agak kurang familiar tapi ini Bagus banget dan detail, iklannya juga masih wajar",5
"nyaman banget sih dipake, dan simple Tolong tambahkan fitur multi device",5
"Sangat membantu dalam pengorganisasian uang saya. Walaupun gratis, fitur mereka sangat lengkap.",5
"Sangat berguna, mudah digunakan, point point pencatatan tersedia.",5
Aplikasi yang sesuai dengan kebutuhan pengelolaan keuangan saya. Praktis dan lengkap. Sukses untuk developer 👍,5
"Keren, fitur sangat lengkap dan sangat membantu, pencatatan keuangan paling pas",5
"sayang tidak ada pencatatan utang piutang, padahal keren banget, simple dan sangat membantu",5
"Mudah digunakan, fiturnya lengkap untuk ukuran aplikasi gratis. Mantap",5
"Sangat sangat membantu, dari sekian aplikasi ini pilihan saya. pilihan editor emang gak salah. Thnks",5
"Mudah penggunaannya, tinggal fitur export ke excel aja",5
Bagus.. memudahkan monitoring uang keluar masuk dan ada budgeting nya 👍,5
